,pdbid,-logKd/Ki
11312,4qew,7.07
11313,4xiq,7.07
11314,1xpz,7.08
11315,2hnx,7.08
11316,4emf,7.08
11317,1yq7,7.09
11318,2bz6,7.09
11319,3f7h,7.09
11320,4c1u,7.09
11321,4ghi,7.09
11322,1b32,7.1
11323,2f7i,7.1
11324,2il2,7.1
11325,2v57,7.1
11326,2wjg,7.1
11327,3ebi,7.1
11328,3hky,7.1
11329,3udd,7.1
11330,4bny,7.1
11331,4w97,7.1
11332,4ymx,7.1
11333,3u15,7.11
11334,4xe1,7.11
11335,1b05,7.12
11336,1b52,7.12
11337,1nz7,7.12
11338,1xd0,7.12
11339,2pov,7.12
11340,2x2r,7.12
11341,3dx4,7.12
11342,3hww,7.12
11343,4bzs,7.12
11344,4daf,7.12
11345,4e0x,7.12
11346,5upj,7.12
11347,1o3d,7.13
11348,2j7d,7.13
11349,4arw,7.13
11350,4b6p,7.13
11351,4kx8,7.13
11352,2pv1,7.14
11353,2vot,7.14
11354,3ffp,7.14
11355,3n7o,7.14
11356,4ks4,7.14
11357,4xaq,7.14
11358,1elb,7.15
11359,1fch,7.15
11360,1xr9,7.15
11361,1zog,7.15
11362,2fqx,7.15
11363,2qnn,7.15
11364,3fql,7.15
11365,3n9r,7.15
11366,4c1t,7.15
11367,4ko8,7.15
11368,4xt2,7.15
11369,1f0u,7.16
11370,4iva,7.16
11371,4o9w,7.16
11372,1g36,7.17
11373,1o2h,7.17
11374,2doo,7.17
11375,2i6b,7.17
11376,3el4,7.17
11377,4i9h,7.17
11378,4o0x,7.17
11379,5bv3,7.17
11380,2q63,7.18
11381,2xj2,7.18
11382,1fcx,7.19
11383,1gi4,7.19
11384,1hsl,7.19
11385,1q7a,7.19
11386,1z9y,7.19
11387,3f19,7.19
11388,3gdt,7.19
11389,3nsn,7.19
11390,4app,7.19
11391,5am7,7.19
11392,2pow,7.2
11393,2pqb,7.2
11394,3c79,7.2
11395,3k2f,7.2
11396,3mz6,7.2
11397,4g8n,7.2
11398,2yek,7.21
11399,3f1a,7.21
11400,3s77,7.21
11401,3v7t,7.21
11402,4av5,7.21
11403,4b73,7.21
11404,5bwc,7.21
11405,1gvx,7.22
11406,1lan,7.22
11407,1sw2,7.22
11408,2epn,7.22
11409,2h6t,7.22
11410,2hnc,7.22
11411,3cyz,7.22
11412,3dzt,7.22
11413,3k99,7.22
11414,3m35,7.22
11415,3m96,7.22
11416,3pcj,7.22
11417,3uz5,7.22
11418,4o0y,7.22
11419,3f8e,7.23
11420,4avh,7.23
11421,4djx,7.23
11422,4lxd,7.23
11423,4pyy,7.23
11424,1g2l,7.24
11425,2psv,7.24
11426,3ikg,7.24
11427,3n3g,7.24
11428,3p3t,7.24
11429,4azb,7.24
11430,4fm7,7.24
11431,4ha5,7.24
11432,1jet,7.25
11433,2ces,7.25
11434,2ole,7.25
11435,2qbw,7.25
11436,3gcs,7.25
11437,3mhl,7.25
11438,3p3r,7.25
11439,1mrx,7.26
11440,2qzr,7.26
11441,2xib,7.26
11442,3cz1,7.26
11443,4nnr,7.26
11444,4itp,7.27
11445,4xit,7.27
11446,1b40,7.28
11447,1hii,7.28
11448,1kel,7.28
11449,2ceq,7.28
11450,2cgr,7.28
11451,2pql,7.28
11452,2qhz,7.28
11453,2yel,7.28
11454,3fl5,7.28
11455,3o7u,7.28
11456,3sbh,7.28
11457,3u7l,7.28
11458,4alx,7.28
11459,4qjx,7.28
11460,5cap,7.28
11461,4do4,7.29
11462,4iwz,7.29
11463,1o3i,7.3
11464,1sw1,7.3
11465,1tmn,7.3
11466,2i3i,7.3
11467,2qi1,7.3
11468,2uxi,7.3
11469,3c52,7.3
11470,3n0n,7.3
11471,3r16,7.3
11472,3s8x,7.3
11473,4b1j,7.3
11474,4qiy,7.3
11475,4qyy,7.3
11476,4riu,7.3
11477,4sga,7.3
11478,3uod,7.31
11479,4nyf,7.31
11480,2j7e,7.32
11481,3ipu,7.32
11482,3kv2,7.32
11483,4c9x,7.32
11484,4qj0,7.32
11485,2j2u,7.33
11486,2r2m,7.33
11487,4ayq,7.33
11488,1uw6,7.34
11489,2gv6,7.34
11490,2vvs,7.34
11491,2ydw,7.34
11492,3f7i,7.34
11493,4mnp,7.34
11494,1qkb,7.35
11495,1ttm,7.35
11496,3rtf,7.35
11497,3s6t,7.35
11498,3su2,7.35
11499,3zdh,7.35
11500,4z93,7.35
11501,1k6p,7.36
11502,1swg,7.36
11503,4ca7,7.36
11504,4xmb,7.36
11505,5fl6,7.36
11506,1b51,7.37
11507,1fao,7.37
11508,3f7g,7.37
11509,3m5e,7.37
11510,1bxq,7.38
11511,1qf0,7.38
11512,2qi0,7.38
11513,4hfp,7.38
11514,4o07,7.38
11515,5ceq,7.38
11516,1d3p,7.39
11517,2hzy,7.39
11518,3mna,7.39
11519,3p5l,7.39
11520,4na9,7.39
11521,1b55,7.4
11522,1drj,7.4
11523,1f8c,7.4
11524,1k1m,7.4
11525,1oar,7.4
11526,1r6n,7.4
11527,1zoe,7.4
11528,2bpy,7.4
11529,3re4,7.4
11530,3rlq,7.4
11531,3vha,7.4
11532,3zi0,7.4
11533,4jyt,7.4
11534,4jzi,7.4
11535,4kn0,7.4
11536,4qjo,7.4
11537,4z83,7.4
11538,1ik4,7.41
11539,2q2a,7.41
11540,3s5y,7.41
11541,3zns,7.41
11542,4p5z,7.41
11543,4qpl,7.41
11544,4wn5,7.41
11545,1q5k,7.42
11546,1t32,7.42
11547,2pou,7.42
11548,3ryy,7.42
11549,3zm9,7.42
11550,1b5j,7.43
11551,2bak,7.43
11552,2isw,7.43
11553,3mmf,7.43
11554,4o05,7.43
11555,1ciz,7.44
11556,1qb9,7.44
11557,1vzq,7.44
11558,2f7o,7.44
11559,2oxn,7.44
11560,2r38,7.44
11561,3znr,7.44
11562,4avj,7.44
11563,4m2v,7.44
11564,1n0s,7.45
11565,2ccb,7.45
11566,3u7m,7.45
11567,4azi,7.45
11568,1sqo,7.46
11569,1yei,7.46
11570,1yej,7.46
11571,2g71,7.46
11572,2p53,7.46
11573,3fed,7.46
11574,3t2w,7.46
11575,4cpr,7.46
11576,4dff,7.46
11577,4q4o,7.46
11578,1xh4,7.47
11579,3own,7.47
11580,5tmp,7.47
11581,1iiq,7.48
11582,1k6c,7.48
11583,1u71,7.48
11584,2qwe,7.48
11585,2hhn,7.49
11586,3m6r,7.49
11587,3nyx,7.49
11588,4emr,7.49
11589,4l6t,7.49
11590,4cpw,7.5
11591,2vwo,7.51
11592,3n2v,7.51
11593,4hdp,7.51
11594,4qf8,7.51
11595,5byi,7.51
11596,1bm7,7.52
11597,1ivp,7.52
11598,1lah,7.52
11599,1lf2,7.52
11600,1lke,7.52
11601,1mmq,7.52
11602,1uml,7.52
11603,1zfq,7.52
11604,2mas,7.52
11605,3ekr,7.52
11606,3hfb,7.52
11607,3l4u,7.52
11608,3myq,7.52
11609,4dq2,7.52
11610,4ty6,7.52
11611,2f1g,7.54
11612,4hu1,7.54
11613,4qer,7.54
11614,1k1j,7.55
11615,1tlp,7.55
11616,1v0l,7.55
11617,2xj1,7.55
11618,3b50,7.55
11619,3ni5,7.55
11620,3rz0,7.55
11621,4asj,7.55
11622,4ngn,7.55
11623,5c8n,7.55
11624,3cct,7.56
11625,3suf,7.56
11626,1d09,7.57
11627,1qhc,7.57
11628,2avs,7.57
11629,3cd0,7.57
11630,3ipq,7.57
11631,3ocp,7.57
11632,4crb,7.57
11633,4fnn,7.57
11634,4nvp,7.57
11635,3cda,7.58
11636,3p3s,7.59
11637,3sap,7.59
11638,3t5u,7.59
11639,4cu7,7.59
11640,1lpz,7.6
11641,2o8h,7.6
11642,3ehx,7.6
11643,3fh7,7.6
11644,3gc4,7.6
11645,3iph,7.6
11646,3kr4,7.6
11647,3liw,7.6
11648,3p58,7.6
11649,4m8h,7.6
11650,4uyf,7.6
11651,1ftm,7.61
11652,3ibn,7.61
11653,4g95,7.61
11654,1fzq,7.62
11655,1yqy,7.62
11656,2aoe,7.62
11657,2p3c,7.62
11658,2psu,7.62
11659,2pvl,7.62
11660,3o4k,7.62
11661,4dbm,7.62
11662,4uin,7.62
11663,1c1r,7.63
11664,4avi,7.63
11665,4x5z,7.63
11666,1c1v,7.64
11667,1uvt,7.64
11668,2hl4,7.64
11669,3d78,7.64
11670,3fat,7.64
11671,3h89,7.64
11672,3l0v,7.64
11673,3sjf,7.64
11674,4r73,7.64
11675,4rpo,7.64
11676,4ruz,7.64
11677,966c,7.64
11678,1f0r,7.66
11679,1nny,7.66
11680,1ppk,7.66
11681,2cn0,7.66
11682,2yme,7.66
11683,4b74,7.66
11684,4gq4,7.66
11685,4oeu,7.66
11686,4qev,7.66
11687,2bpv,7.67
11688,1t4v,7.68
11689,1w0z,7.68
11690,2arm,7.68
11691,2yln,7.68
11692,3f8c,7.68
11693,3miy,7.68
11694,4cpz,7.68
11695,4del,7.68
11696,4ygf,7.68
11697,1bai,7.7
11698,1fzm,7.7
11699,1gno,7.7
11700,1mes,7.7
11701,1oau,7.7
11702,1oz0,7.7
11703,1s39,7.7
11704,1uou,7.7
11705,2d1o,7.7
11706,2hmu,7.7
11707,2hmv,7.7
11708,2ves,7.7
11709,2zjw,7.7
11710,3b7r,7.7
11711,3ewc,7.7
11712,3p7i,7.7
11713,3th9,7.7
11714,4acc,7.7
11715,4cpt,7.7
11716,4e7r,7.7
11717,4fsl,7.7
11718,4o09,7.7
11719,4tmk,7.7
11720,4mmp,7.71
11721,1ajv,7.72
11722,1cnw,7.72
11723,1j4r,7.72
11724,1oif,7.72
11725,3el5,7.72
11726,3vjc,7.72
11727,4a4w,7.72
11728,4egk,7.72
11729,1f0s,7.74
11730,1j36,7.74
11731,1lee,7.74
11732,1nfu,7.74
11733,1qbo,7.74
11734,1rd4,7.74
11735,1sbg,7.74
11736,1txr,7.74
11737,1usn,7.74
11738,2v59,7.74
11739,3b7u,7.74
11740,3nb5,7.74
11741,3tvc,7.74
11742,4auj,7.74
11743,4i71,7.74
11744,4pp5,7.74
11745,2ccc,7.76
11746,2zpk,7.76
11747,4hwp,7.76
11748,4z2b,7.76
11749,2g70,7.77
11750,2jh6,7.77
11751,2qm9,7.77
11752,3cyw,7.77
11753,3gm0,7.77
11754,3mi2,7.77
11755,3tzm,7.77
11756,3uw4,7.77
11757,4gzt,7.77
11758,4pge,7.77
11759,4rj8,7.77
11760,4w9o,7.77
11761,5cbm,7.77
11762,4kni,7.78
11763,4knn,7.78
11764,2zwz,7.79
11765,1v48,7.8
11766,1x8t,7.8
11767,2i19,7.8
11768,2ra0,7.8
11769,2wl0,7.8
11770,3agl,7.8
11771,3czv,7.8
11772,4n6z,7.8
11773,4pg9,7.8
11774,4qem,7.8
11775,4qjw,7.8
11776,4w9p,7.8
11777,4gr3,7.81
11778,1b6h,7.82
11779,1nf8,7.82
11780,1njs,7.82
11781,1nvs,7.82
11782,2cf9,7.82
11783,2j34,7.82
11784,2jg0,7.82
11785,2o4n,7.82
11786,2ptz,7.82
11787,2xbx,7.82
11788,2xjg,7.82
11789,3gcp,7.82
11790,3n2p,7.82
11791,3vx3,7.82
11792,4pp3,7.82
11793,4qpd,7.82
11794,4gr8,7.83
11795,3cd7,7.84
11796,3ibl,7.84
11797,3n2u,7.84
11798,4gzp,7.84
11799,1a94,7.85
11800,1b8y,7.85
11801,1cny,7.85
11802,1laf,7.85
11803,1lbf,7.85
11804,2fle,7.85
11805,3c84,7.85
11806,3dd8,7.85
11807,3sut,7.85
11808,3uw5,7.85
11809,4ieh,7.85
11810,4mc1,7.85
11811,4r76,7.85
11812,4rak,7.85
11813,4x5r,7.85
11814,4zl4,7.86
11815,3ccw,7.87
11816,1fzo,7.89
11817,1gj7,7.89
11818,1h2t,7.89
11819,2ylc,7.89
11820,3c56,7.89
11821,3rz5,7.89
11822,4b5d,7.89
11823,4g8m,7.89
11824,4igt,7.89
11825,4m8e,7.89
11826,4ruy,7.89
11827,4ytc,7.89
11828,3cd5,7.9
11829,1ajx,7.91
11830,1b6j,7.92
11831,2jjb,7.92
11832,2ovv,7.92
11833,3d7z,7.92
11834,3eft,7.92
11835,3sbi,7.92
11836,4a6c,7.92
11837,4bcn,7.92
11838,4cws,7.92
11839,4hbm,7.92
11840,4phu,7.92
11841,5e1s,7.92
11842,3daz,7.93
11843,2ewa,7.94
11844,3t85,7.95
11845,3u7n,7.95
11846,4b7j,7.95
11847,4bxk,7.95
11848,4knj,7.95
11849,1epo,7.96
11850,1qxl,7.96
11851,2e1w,7.96
11852,2x8z,7.96
11853,3a5y,7.96
11854,3bgq,7.96
11855,3ekw,7.96
11856,3iww,7.96
11857,3mhc,7.96
11858,3r4p,7.96
11859,4ap7,7.96
11860,4ngp,7.96
11861,4r59,7.96
11862,4y79,7.96
11863,3oyq,7.99
11864,1a4k,8.0
11865,1dqn,8.0
11866,1fkg,8.0
11867,1gaf,8.0
11868,1gai,8.0
11869,1qin,8.0
11870,1r0p,8.0
11871,1rmz,8.0
11872,1vyg,8.0
11873,1xws,8.0
11874,1ypg,8.0
11875,2e94,8.0
11876,2hah,8.0
11877,2vnt,8.0
11878,2vwn,8.0
11879,3b92,8.0
11880,3gkz,8.0
11881,3gvu,8.0
11882,3hs4,8.0
11883,3hx3,8.0
11884,3oy0,8.0
11885,3sio,8.0
11886,3t0x,8.0
11887,3zcl,8.0
11888,4ehz,8.0
11889,4ht0,8.0
11890,4knm,8.0
11891,4mo8,8.0
11892,4o9v,8.0
11893,4poh,8.0
11894,4x6i,8.0
11895,4zx0,8.0
11896,1v7a,8.01
11897,2cc7,8.01
11898,3vje,8.01
11899,1b7h,8.02
11900,4uye,8.02
11901,4yes,8.02
11902,4elf,8.03
11903,4x5y,8.03
11904,4m2u,8.04
11905,1hih,8.05
11906,1vyf,8.05
11907,2b9a,8.05
11908,2bqv,8.05
11909,2jkh,8.05
11910,2xc4,8.05
11911,2xxt,8.05
11912,2y80,8.05
11913,3ml2,8.05
11914,3u8l,8.05
11915,4b8y,8.05
11916,4hdb,8.05
11917,4q19,8.05
11918,4rfd,8.05
11919,4zhm,8.05
11920,3dbu,8.06
11921,3vbd,8.07
11922,1siv,8.08
11923,3ifl,8.08
11924,2rkg,8.09
11925,2yfx,8.09
11926,3hub,8.09
11927,3tu7,8.09
11928,4loy,8.09
11929,1erb,8.1
11930,1fzj,8.1
11931,1ghy,8.1
11932,1l6m,8.1
11933,1stc,8.1
11934,1ype,8.1
11935,2cf8,8.1
11936,2e9u,8.1
11937,2pvj,8.1
11938,2vvu,8.1
11939,3f15,8.1
11940,4poj,8.1
11941,4zj4,8.1
11942,1ndz,8.11
11943,2pq9,8.11
11944,4cp7,8.11
11945,4v01,8.11
11946,4z1j,8.11
11947,1o5r,8.12
11948,2yi0,8.12
11949,4pop,8.13
11950,1g35,8.14
11951,1yqj,8.14
11952,3b4f,8.14
11953,3ljz,8.14
11954,3ryx,8.14
11955,4buq,8.14
11956,4isi,8.14
11957,1fkh,8.15
11958,1w5v,8.15
11959,2d1n,8.15
11960,2fxu,8.15
11961,2jf4,8.15
11962,2q1q,8.15
11963,3bu1,8.15
11964,3d8w,8.15
11965,3i4b,8.15
11966,4loo,8.15
11967,4ly9,8.15
11968,4qiz,8.15
11969,4elg,8.16
11970,3rz8,8.17
11971,4q09,8.17
11972,4qjm,8.17
11973,4z0q,8.17
11974,2f80,8.18
11975,3l3n,8.18
11976,2r59,8.19
11977,3roc,8.19
11978,4mc2,8.19
11979,5acy,8.19
11980,5fl5,8.19
11981,2jds,8.2
11982,4gg7,8.2
11983,4x5p,8.21
11984,1efy,8.22
11985,1h1d,8.22
11986,1h1s,8.22
11987,1w11,8.22
11988,2vvv,8.22
11989,2zcs,8.22
11990,3d1y,8.22
11991,3le9,8.22
11992,3v5t,8.22
11993,3zbx,8.22
11994,4h3g,8.22
11995,4hym,8.22
11996,4lko,8.22
11997,5amg,8.22
11998,3f16,8.23
11999,4kfq,8.23
12000,1ydb,8.24
12001,3hll,8.24
12002,4rfc,8.24
12003,4x6m,8.24
12004,4z1e,8.24
12005,1c1u,8.25
12006,1g4o,8.25
12007,2pbw,8.25
12008,3ug2,8.25
12009,2e2r,8.26
12010,2cbj,8.27
12011,3hek,8.27
12012,4cps,8.27
12013,3tt4,8.28
12014,4oc2,8.28
12015,4oc3,8.28
12016,1a28,8.29
12017,4bj8,8.29
12018,1qbq,8.3
12019,1tom,8.3
12020,2cen,8.3
12021,2pvk,8.3
12022,2rd6,8.3
12023,2v95,8.3
12024,3fqe,8.3
12025,3gjw,8.3
12026,3hku,8.3
12027,3hvi,8.3
12028,3jy0,8.3
12029,3zps,8.3
12030,4afg,8.3
12031,4cwr,8.3
12032,4o0b,8.3
12033,3dc3,8.31
12034,2gj5,8.32
12035,4gih,8.32
12036,4jwk,8.32
12037,4pee,8.32
12038,5c2a,8.32
12039,1hwr,8.33
12040,4z1k,8.33
12041,1bzy,8.34
12042,2qci,8.34
12043,2xye,8.34
12044,2uwd,8.35
12045,3nu5,8.35
12046,4bf6,8.35
12047,4yml,8.35
12048,1d4j,8.36
12049,3d83,8.36
12050,3kek,8.36
12051,3r7o,8.36
12052,3t1a,8.37
12053,4bao,8.37
12054,4v24,8.37
12055,4ye3,8.37
12056,1k21,8.38
12057,1mu6,8.38
12058,3qkd,8.38
12059,3zpu,8.38
12060,4a6b,8.38
12061,5d21,8.38
12062,1lzq,8.39
12063,1aaq,8.4
12064,1fd0,8.4
12065,1fq5,8.4
12066,1fzk,8.4
12067,1k22,8.4
12068,1mtr,8.4
12069,1w5x,8.4
12070,1z1h,8.4
12071,1zpa,8.4
12072,2baj,8.4
12073,2j95,8.4
12074,2ovy,8.4
12075,2uwl,8.4
12076,2vsl,8.4
12077,2y82,8.4
12078,3d0e,8.4
12079,3el9,8.4
12080,3qxv,8.4
12081,3str,8.4
12082,3sww,8.4
12083,3zxz,8.4
12084,4aoi,8.4
12085,4nh7,8.4
12086,4ual,8.4
12087,1e4h,8.41
12088,1g48,8.41
12089,1i9p,8.41
12090,1w96,8.41
12091,1bwb,8.42
12092,1i9o,8.42
12093,4ksy,8.42
12094,4wa9,8.42
12095,2za5,8.43
12096,3nhi,8.43
12097,3u7s,8.43
12098,4y8x,8.43
12099,2xyf,8.44
12100,4zae,8.44
12101,4css,8.46
12102,2oag,8.47
12103,3zln,8.47
12104,1i9l,8.48
12105,1i9m,8.48
12106,1w5y,8.48
12107,2hs1,8.48
12108,2p3b,8.48
12109,2r5p,8.48
12110,2uxz,8.48
12111,2yix,8.48
12112,1ec0,8.49
12113,2g5u,8.49
12114,2ihq,8.49
12115,3s45,8.49
12116,4hdf,8.49
12117,7upj,8.49
12118,2vh0,8.51
12119,3i25,8.51
12120,3u8j,8.51
12121,1fcy,8.52
12122,1i5r,8.52
12123,1nfx,8.52
12124,1rp7,8.52
12125,1xkk,8.52
12126,2boh,8.52
12127,2oc2,8.52
12128,2q64,8.52
12129,2qu6,8.52
12130,2vvc,8.52
12131,3hvh,8.52
12132,3hvk,8.52
12133,3lpi,8.52
12134,3ml5,8.52
12135,3suu,8.52
12136,3ttm,8.52
12137,4nh8,8.52
12138,4o97,8.52
12139,4zj6,8.52
12140,3kjd,8.54
12141,4hwo,8.54
12142,1hos,8.55
12143,1ppl,8.55
12144,3ejp,8.55
12145,3v51,8.55
12146,5amd,8.55
12147,1bgq,8.57
12148,1q1g,8.57
12149,2x4z,8.57
12150,3ejq,8.57
12151,3v7x,8.57
12152,5caq,8.57
12153,3r5t,8.58
12154,2wky,8.59
12155,1bwa,8.6
12156,3b66,8.6
12157,3s43,8.6
12158,3sxf,8.6
12159,3t3u,8.6
12160,4efs,8.6
12161,4gj2,8.6
12162,4qf7,8.6
12163,4qjp,8.6
12164,4ban,8.61
12165,2cej,8.62
12166,3ryz,8.62
12167,4bf1,8.62
12168,4fcf,8.62
12169,4jx9,8.62
12170,5egm,8.62
12171,3f17,8.63
12172,1g45,8.64
12173,1mue,8.64
12174,1r1j,8.64
12175,1t31,8.64
12176,2qry,8.64
12177,3hkw,8.64
12178,3s71,8.64
12179,4zyf,8.64
12180,5e8f,8.64
12181,6std,8.64
12182,2oax,8.65
12183,3d1x,8.66
12184,3nox,8.66
12185,2qd6,8.68
12186,2q55,8.69
12187,1g4j,8.7
12188,1hfs,8.7
12189,1jgl,8.7
12190,1jyq,8.7
12191,1lnm,8.7
12192,1ohr,8.7
12193,1pxo,8.7
12194,1t7j,8.7
12195,1w13,8.7
12196,1xap,8.7
12197,2b7d,8.7
12198,2f8g,8.7
12199,2fmb,8.7
12200,2h4n,8.7
12201,2jh0,8.7
12202,2ojj,8.7
12203,2pcp,8.7
12204,2uwo,8.7
12205,2vj8,8.7
12206,2wgj,8.7
12207,2wyg,8.7
12208,2y7z,8.7
12209,2y81,8.7
12210,3brn,8.7
12211,3d9z,8.7
12212,3eqr,8.7
12213,3hvj,8.7
12214,3i5z,8.7
12215,3i60,8.7
12216,4a7i,8.7
12217,4bah,8.7
12218,4eo6,8.7
12219,4hy1,8.7
12220,4r5a,8.7
12221,4rwj,8.7
12222,4yth,8.7
12223,4zwx,8.7
12224,4zwz,8.7
12225,5e2o,8.7
12226,3ckz,8.72
12227,3p8o,8.72
12228,3ts4,8.72
12229,4ish,8.72
12230,4x6o,8.72
12231,1mjj,8.74
12232,1sdv,8.74
12233,3rz1,8.74
12234,4ei4,8.74
12235,4gii,8.74
12236,1bnv,8.77
12237,1d4l,8.77
12238,1qft,8.77
12239,1x38,8.77
12240,1zp8,8.77
12241,2wkz,8.77
12242,3qdd,8.77
12243,4e4l,8.77
12244,4m0f,8.77
12245,4yhq,8.77
12246,1fkn,8.8
12247,1g46,8.8
12248,1w5w,8.8
12249,3d1z,8.8
12250,3oaf,8.8
12251,3rt4,8.8
12252,5cau,8.8
12253,5e2p,8.8
12254,1ork,8.81
12255,1g54,8.82
12256,1m0b,8.82
12257,2zxg,8.82
12258,3fvk,8.82
12259,3nu4,8.82
12260,4i5c,8.82
12261,4ks1,8.82
12262,4x6n,8.82
12263,1lhu,8.83
12264,3mxd,8.83
12265,1d4i,8.85
12266,2avo,8.85
12267,2obf,8.85
12268,3b67,8.85
12269,4gj3,8.85
12270,5cas,8.85
12271,2xej,8.87
12272,1n3i,8.89
12273,1nfy,8.89
12274,1nt1,8.89
12275,2idw,8.89
12276,3ekp,8.89
12277,3vhc,8.89
12278,4cst,8.89
12279,4yc9,8.89
12280,3egt,8.9
12281,4bak,8.91
12282,1ec1,8.92
12283,1kzn,8.92
12284,3k37,8.92
12285,4e6d,8.92
12286,4heg,8.92
12287,4bam,8.94
12288,1j37,8.96
12289,2p4j,8.96
12290,3dcc,8.96
12291,3i9g,8.96
12292,3rz7,8.96
12293,3v5p,8.96
12294,1apv,9.0
12295,1e3g,9.0
12296,1fm9,9.0
12297,1k27,9.0
12298,1mu8,9.0
12299,1y0l,9.0
12300,2j4i,9.0
12301,2wyj,9.0
12302,3jrx,9.0
12303,3u6h,9.0
12304,3u6i,9.0
12305,4h3f,9.0
12306,2q54,9.01
12307,4baq,9.01
12308,4jh0,9.03
12309,4xtw,9.03
12310,1ec3,9.04
12311,1g53,9.04
12312,3m37,9.04
12313,3vfb,9.04
12314,1ebw,9.05
12315,1ezq,9.05
12316,1kdk,9.05
12317,1s63,9.05
12318,3hb4,9.05
12319,3nu9,9.05
12320,4e4n,9.05
12321,4i72,9.05
12322,1nw4,9.07
12323,3gba,9.07
12324,4cmo,9.07
12325,1bnw,9.08
12326,2rkf,9.08
12327,3a2o,9.08
12328,3ffg,9.08
12329,3sue,9.08
12330,3x00,9.08
12331,1d3d,9.09
12332,1msn,9.09
12333,2v58,9.09
12334,2w8y,9.09
12335,4zls,9.09
12336,2qd7,9.1
12337,3lpk,9.1
12338,3mdz,9.1
12339,3o56,9.1
12340,3pwm,9.1
12341,3vf7,9.1
12342,4az6,9.1
12343,4hws,9.1
12344,1d9i,9.11
12345,4xu0,9.11
12346,3ttp,9.12
12347,1ta6,9.13
12348,2wb5,9.13
12349,3su3,9.13
12350,2qmg,9.15
12351,2xjx,9.15
12352,3d91,9.15
12353,3ibu,9.15
12354,4clj,9.15
12355,4p6w,9.15
12356,5aml,9.15
12357,8cpa,9.15
12358,2xb7,9.19
12359,2xy9,9.19
12360,3ozg,9.19
12361,3vfa,9.19
12362,1mh5,9.21
12363,4xty,9.21
12364,1d4k,9.22
12365,1fcz,9.22
12366,1hpo,9.22
12367,1hpv,9.22
12368,1uho,9.22
12369,1x39,9.22
12370,1zvx,9.22
12371,2cer,9.22
12372,3rwp,9.22
12373,4s1g,9.22
12374,4xu2,9.23
12375,4dv8,9.24
12376,3zlr,9.26
12377,1sdt,9.27
12378,2xab,9.27
12379,3nzk,9.27
12380,4xtv,9.27
12381,1xow,9.28
12382,3kdc,9.28
12383,3p8n,9.28
12384,3rux,9.28
12385,3vhd,9.28
12386,4asd,9.28
12387,4n6h,9.28
12388,2ayr,9.29
12389,2iw4,9.3
12390,2yxj,9.3
12391,3nu6,9.3
12392,4crf,9.3
12393,4er2,9.3
12394,1bn4,9.31
12395,3rdq,9.31
12396,2aqu,9.32
12397,1bn1,9.34
12398,3vf5,9.34
12399,2e27,9.35
12400,2p95,9.37
12401,3nuj,9.39
12402,4ca5,9.39
12403,1ebz,9.4
12404,1fkf,9.4
12405,1ksn,9.4
12406,1met,9.4
12407,1pme,9.4
12408,2o4r,9.4
12409,4erf,9.4
12410,3ekv,9.41
12411,3ekx,9.41
12412,1hsh,9.42
12413,3bgs,9.42
12414,3rbu,9.43
12415,1g1d,9.44
12416,4b7p,9.46
12417,1qbs,9.47
12418,4wko,9.47
12419,1xjd,9.48
12420,4xu1,9.49
12421,4xu3,9.5
12422,1hvr,9.51
12423,2p4s,9.51
12424,1m4h,9.52
12425,2ax9,9.52
12426,2g94,9.52
12427,2gvj,9.52
12428,2hoc,9.52
12429,3fv3,9.52
12430,1g52,9.54
12431,3ppm,9.54
12432,1dmp,9.55
12433,1ws1,9.55
12434,4wkp,9.55
12435,1i37,9.57
12436,1o86,9.57
12437,4gql,9.59
12438,4mc6,9.59
12439,5cjf,9.59
12440,4gqp,9.6
12441,3s56,9.62
12442,1if8,9.64
12443,2zx8,9.64
12444,3el1,9.64
12445,3s54,9.64
12446,4b7r,9.64
12447,3pe1,9.65
12448,3dp9,9.68
12449,4zip,9.68
12450,1bnu,9.7
12451,1fkb,9.7
12452,1mrw,9.7
12453,2vh6,9.7
12454,3sm2,9.7
12455,4cd0,9.7
12456,4fk6,9.7
12457,4crl,9.71
12458,3fuc,9.72
12459,1nh0,9.74
12460,3dk1,9.74
12461,3p3g,9.74
12462,3pe2,9.76
12463,3ggu,9.77
12464,456c,9.77
12465,4x24,9.78
12466,1bnt,9.8
12467,3nuo,9.8
12468,1pvn,9.82
12469,3m36,9.82
12470,3nu3,9.82
12471,4eb8,9.82
12472,4wup,9.82
12473,4xtz,9.82
12474,4zo5,9.82
12475,2xef,9.84
12476,2std,9.85
12477,3kdb,9.85
12478,3rdo,9.85
12479,1bn3,9.89
12480,2drc,9.89
12481,1hxb,9.92
12482,1zsf,9.92
12483,2vnp,9.92
12484,3ies,9.92
12485,3rlb,9.92
12486,1hvl,9.95
12487,1bv9,9.96
12488,1fjs,9.96
12489,2xmy,9.96
12490,4m8y,9.96
12491,1bnn,10.0
12492,1bxo,10.0
12493,1ec2,10.0
12494,1flr,10.0
12495,1gar,10.0
12496,1igj,10.0
12497,1rjk,10.0
12498,3h5b,10.0
12499,4lhv,10.0
12500,3mxe,10.01
12501,1nm6,10.05
12502,3lzu,10.06
12503,1sdu,10.07
12504,1sr7,10.1
12505,2p16,10.1
12506,4f3k,10.16
12507,3ps1,10.17
12508,4ww8,10.17
12509,4ggz,10.18
